"name","description","short_name","id"
"Perfil final de consumo B (tarifa 2.0.DHA)","Perfil final es el perfil de carga que se utilizará para obtener las medidas horarias de los consumidores de un determinado tipo, a partir de registros de medida no horarios. Los perfiles finales se calculan según el método de cálculo descrito en la Resolución de 23 de diciembre de 2015 (y corrección de errores de 30 de marzo de 2016), de la Dirección General de Política Energética y Minas. Para el cálculo de dichos perfiles se utiliza la demanda prevista por el Operador del Sistema. En concreto este indicador se refiere a los perfiles finales para la categoría B: Consumidores con peaje de acceso 2.0 DHA y 2.1 DHA y equipo de medida adaptado al horario de dichos peajes de acceso (Perfil tipo Pb). Publicación: cada mes antes de que transcurran cinco días desde el final del mes de consumo al que se refieren.","Perfil final de consumo B",530
"Perfil final de consumo C (tarifa 3.0TD)","Perfil final es el perfil de carga que se utilizará para obtener las medidas horarias de los consumidores de un determinado tipo, a partir de registros de medida no horarios. Los perfiles finales se calculan según el método de cálculo descrito en la Resolución de 23 de diciembre de 2015 (y corrección de errores de 30 de marzo de 2016), de la Dirección General de Política Energética y Minas. Para el cálculo de dichos perfiles se utiliza la demanda prevista por el Operador del Sistema. En concreto este indicador se refiere a los perfiles finales para la categoría C: Consumidores con peaje de acceso 3.0TD con medida en baja tensión y registro en 6 períodos, de acuerdo a lo establecido en el punto 5 siguiente (Perfil tipo Pc). Para consultas de fecha anterior al 1 de junio de 2021, este indicador devuelve valores referidos a la antigua tarifa 3.0A Publicación: cada mes antes de que transcurran cinco días desde el final del mes de consumo al que se refieren.","Perfil final de consumo C",531
"Perfil final de consumo D (tarifa 2.0.DHS)","Perfil final es el perfil de carga que se utilizará para obtener las medidas horarias de los consumidores de un determinado tipo, a partir de registros de medida no horarios. Los perfiles finales se calculan según el método de cálculo descrito en la Resolución de 23 de diciembre de 2015 (y corrección de errores de 30 de marzo de 2016), de la Dirección General de Política Energética y Minas. Para el cálculo de dichos perfiles se utiliza la demanda prevista por el Operador del Sistema. En concreto este indicador se refiere a los perfiles finales para la categoría D: Consumidores con peaje de acceso 2.0 DHS y 2.1 DHS y equipos de medida adaptado al horario de dichos peajes de acceso (Perfil tipo Pd). Publicación: cada mes antes de que transcurran cinco días desde el final del mes de consumo al que se refieren.","Perfil final de consumo D",532
"Programa comercial en la interconexión con Francia importación","Programa resultante en la interconexión establecidos desde el largo plazo hasta el horizonte intradiario. El proceso de programación se recoge en el P.O.3.1. En concreto se refiere a la energía programada para cada hora, en [MWh], para la frontera con Francia en el sentido FR>ES. Publicación: Cada hora con los datos del día en curso y pasado el día actualización del D-1.","Francia importación",533
"Programa comercial en la interconexión con Francia exportación","Programa resultante en la interconexión establecidos desde el largo plazo hasta el horizonte intradiario. El proceso de programación se recoge en el P.O.3.1. En concreto se refiere a la energía programada para cada hora, en [MWh], para la frontera con Francia en el sentido ES>FR. Publicación: Cada hora con los datos del día en curso y pasado el día actualización del D-1.","Francia exportación",534
"Programas balance transfronterizo con Francia importación","El proceso de activación de ofertas de energías procedentes de reservas de sustitución (RR, por sus siglas en inglés) tiene por objeto restablecer o mantener el nivel requerido de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente. La asignación de energía de balance de tipo RR se realiza a través de la plataforma europea de RR (LIBRA) en aplicación del artículo 19 del Reglamento (UE) 2017/2195 sobre el Balance Eléctrico (EBGL). Este servicio se encuentra regulado en el P.O.3.3 En concreto este indicador se refiere a programas de intercambio de energías de balance, en [MWh], de tipo RR en la frontera con Francia en sentido FR->ES para cada hora. Este indicador recoge los datos de asignación de energías de balance transfronterizas realizadas en el pasado a través de la plataforma BALIT. Publicación: En la hora siguiente a la publicación de la sesión de terciaria en la que el servicio es utilizado y actualizados al final del día.","Francia importación",535
"Programas balance transfronterizo con Francia exportación","El proceso de activación de ofertas de energías procedentes de reservas de sustitución (RR, por sus siglas en inglés) tiene por objeto restablecer o mantener el nivel requerido de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente. La asignación de energía de balance de tipo RR se realiza a través de la plataforma europea de RR (LIBRA) en aplicación del artículo 19 del Reglamento (UE) 2017/2195 sobre el Balance Eléctrico (EBGL). Este servicio se encuentra regulado en el P.O.3.3 En concreto este indicador se refiere a programas de intercambio de energías de balance, en [MWh], de tipo RR en la frontera con Francia en sentido ES->FR para cada hora. Este indicador recoge los datos de asignación de energías de balance transfronterizas realizadas en el pasado a través de la plataforma BALIT. Publicación: En la hora siguiente a la publicación de la sesión de terciaria en la que el servicio es utilizado y actualizados al final del día.","Francia exportación",536
"Programa comercial en la interconexión con Portugal importación","Programa resultante en la interconexión establecidos desde el largo plazo hasta el horizonte intradiario. El proceso de programación se recoge en el P.O.3.1. En concreto se refiere a la energía programada para cada hora, en [MWh], para la frontera con Francia en el sentido PT>ES. Publicación: Cada hora con los datos del día en curso y pasado el día actualización del D-1.","Portugal importación",537
"Programa comercial en la interconexión con Portugal exportación","Programa resultante en la interconexión establecidos desde el largo plazo hasta el horizonte intradiario. El proceso de programación se recoge en el P.O.3.1. En concreto se refiere a la energía programada para cada hora, en [MWh], para la frontera con Francia en el sentido ES>PT. Publicación: Cada hora con los datos del día en curso y pasado el día actualización del D-1.","Portugal exportación",538
"Programas balance transfronterizo con Portugal importación","El proceso de activación de ofertas de energías procedentes de reservas de sustitución (RR, por sus siglas en inglés) tiene por objeto restablecer o mantener el nivel requerido de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación terciaria y secundaria, respectivamente), al objeto de preparar el sistema para posibles desbalances que puedan registrarse posteriormente. La asignación de energía de balance de tipo RR se realiza a través de la plataforma europea de RR (LIBRA) en aplicación del artículo 19 del Reglamento (UE) 2017/2195 sobre el Balance Eléctrico (EBGL). Este servicio se encuentra regulado en el P.O.3.3 En concreto este indicador se refiere a programas de intercambio de energías de balance, en [MWh], de tipo RR en la frontera con Portugal en sentido PT->ES para cada hora. Este indicador recoge los datos de asignación de energías de balance transfronterizas realizadas en el pasado a través de la plataforma BALIT. Publicación: En la hora siguiente a la publicación de la sesión de terciaria en la que el servicio es utilizado y actualizados al final del día.","Portugal importación",539
